"","Cenario.x","Replicacao","Soma_DespesaTurnoverDescontado.x","Soma_DespesaAbsenteismoDescontado.x","Soma_DespesaMultasDescontado.x","Soma_DespesaAcoesRegressivasINSSDescontado.x","Soma_DespesaFAPDescontado.x","Soma_DespesasImagemContratacaoDescontado.x","Soma_DespesasReabilitacaoDescontado.x","Soma_DespesasPlanodeSaudeDescontado.x","Soma_DespesasReclamatoriasDescontado.x","Soma_DespesasClimaDescontado.x","Soma_DespesasMedicasDescontado.x","Soma_DespesasRefugoERetrabalhoDescontado.x","Soma_DespesasMPInsumosDescontado.x","Soma_DespesaPresenteismoDescontado.x","Soma_DespesasInterrupcaoAcidentesDescontado.x","Soma_DespesasInterdicaoFiscalizacaoDescontado.x","Soma_GanhoQualidadeDescontado.x","Soma_GanhoProdutividadeDescontado.x","Cenario.y","Soma_DespesaTurnoverDescontado.y","Soma_DespesaAbsenteismoDescontado.y","Soma_DespesaMultasDescontado.y","Soma_DespesaAcoesRegressivasINSSDescontado.y","Soma_DespesaFAPDescontado.y","Soma_DespesasImagemContratacaoDescontado.y","Soma_DespesasReabilitacaoDescontado.y","Soma_DespesasPlanodeSaudeDescontado.y","Soma_DespesasReclamatoriasDescontado.y","Soma_DespesasClimaDescontado.y","Soma_DespesasMedicasDescontado.y","Soma_DespesasRefugoERetrabalhoDescontado.y","Soma_DespesasMPInsumosDescontado.y","Soma_DespesaPresenteismoDescontado.y","Soma_DespesasInterrupcaoAcidentesDescontado.y","Soma_DespesasInterdicaoFiscalizacaoDescontado.y","Soma_GanhoQualidadeDescontado.y","Soma_GanhoProdutividadeDescontado.y","CustoTotalCBR","BeneficioTurnover","BeneficioAbsenteismo","BeneficioMultas","BeneficioAcoesRegressivasINSS","BeneficioFAP","BeneficioImagemContratacao","BeneficioReabilitacao","BeneficioPlanodeSaude","BeneficioReclamatorias","BeneficioClima","BeneficioDespesasMedicas","BeneficioRefugoERetrabalho","BeneficioMPInsumos","BeneficioPresenteismo","BeneficioInterrupcaoAcidentes","BeneficioInterdicaoFiscalizacao","BeneficioGanhoQualidade","BeneficioGanhoProdutividade","BeneficioTotalCBR","RazaoBeneficioCusto"
"84","ASIS",84,-30788.1880367446,-3458359.00995834,-90435.5736469436,-281818.181818182,-5367531.84077504,-33884.3075550968,-3820.26572522315,-10058.8090909091,-9770.69785516634,-3848.52350459307,-56725.5537881432,-61578.9168300423,-60378.3348205535,-6887.12714082079,-49374.5896968602,-42288.0985509254,0,0,"Iniciativa1",-12092.9872250993,-2043621.41165112,0,-95454.5454545454,-5367531.84077504,-10524.2197083811,0,-10033.6787878788,-584.952214179459,-1511.62340313742,-17063.0073172526,-22458.566813621,-22625.3532395775,-3457.05672496773,-14294.1136177313,-11609.9914134888,5724.49710156319,1888.17276957655,95454.5454545454,18695.2008116452,1414737.59830722,90435.5736469436,186363.636363636,0,23360.0878467158,3820.26572522315,25.1303030303043,9185.74564098688,2336.90010145565,39662.5464708906,39120.3500164213,37752.981580976,3430.07041585306,35080.4760791289,30678.1071374367,5724.49710156319,1888.17276957655,1942297.34031871,20.3478768985769
"85","ASIS",85,-30226.6487713733,-3411669.23532279,-90679.4159937759,-281818.181818182,-5367531.84077504,-33588.2678645434,-3822.84018772802,-10057.8787878788,-9833.2544569797,-3778.33109642166,-57911.9194268379,-60691.9403966916,-61429.192667249,-6894.79383250312,-49916.7497257448,-42311.3162882338,0,0,"Iniciativa1",-12392.4989630064,-2080761.33342762,0,-95454.5454545454,-5367531.84077504,-10621.7769001306,0,-10034.4575757576,-568.14548781484,-1549.0623703758,-17256.9179756329,-22877.3923446565,-23119.9374774877,-3452.81868623221,-14532.6459114778,-11689.7031170813,5779.53443264754,1917.77354248727,95454.5454545454,17834.1498083669,1330907.90189516,90679.4159937759,186363.636363636,0,22966.4909644128,3822.84018772802,23.4212121212131,9265.10896916486,2229.26872604586,40655.001451205,37814.5480520351,38309.2551897614,3441.97514627091,35384.103814267,30621.6131711525,5779.53443264754,1917.77354248727,1858016.03892024,19.4649299315454
"86","ASIS",86,-30752.374838172,-3446857.58760529,-90768.1579631292,-281818.181818182,-5367531.84077504,-33903.535893239,-3789.5461243047,-10058.6727272727,-9801.13376708723,-3844.04685477149,-57939.1024862595,-61123.5367426997,-60311.5138068276,-6843.27715119584,-49500.8372723775,-41051.061173036,0,0,"Iniciativa1",-12132.9726723313,-2052916.68038469,0,-95454.5454545454,-5367531.84077504,-10608.7504007291,0,-10033.7727272727,-584.803052082139,-1516.62158404141,-17159.9026621473,-22873.5334200044,-22711.0850477609,-3418.83586400783,-14395.3197018119,-11623.9565350674,5828.80040064301,1918.19592686187,95454.5454545454,18619.4021658407,1393940.9072206,90768.1579631292,186363.636363636,0,23294.7854925099,3789.5461243047,24.8999999999996,9216.33071500509,2327.42527073009,40779.1998241122,38250.0033226953,37600.4287590667,3424.44128718801,35105.5175705656,29427.1046379686,5828.80040064301,1918.19592686187,1920678.78304486,20.1213967747557
"87","ASIS",87,-30632.47268349,-3453752.52158616,-90489.4269330749,-281818.181818182,-5367531.84077504,-33883.2022176384,-3788.39974052993,-10058.4909090909,-9669.79732131659,-3829.05908543625,-57019.3323326725,-60447.0862159611,-61035.8501183641,-6844.4775913038,-49842.8260431279,-42372.1776426189,0,0,"Iniciativa1",-12195.0777198446,-2045578.04863702,0,-95454.5454545454,-5367531.84077504,-10623.0496075482,0,-10034.003030303,-582.514766600777,-1524.38471498057,-17342.4523595356,-23072.7157935665,-22790.1449856505,-3419.88050544303,-14478.2845443203,-11933.0395657664,5737.3726642219,1901.80962244031,95454.5454545454,18437.3949636454,1408174.47294914,90489.4269330749,186363.636363636,0,23260.1526100901,3788.39974052993,24.4878787878788,9087.28255471582,2304.67437045568,39676.8799731368,37374.3704223946,38245.7051327136,3424.59708586077,35364.5414988076,30439.1380768525,5737.3726642219,1901.80962244031,1934094.3428405,20.2619407345196
"88","ASIS",88,-30728.9100983226,-3452421.01581004,-90456.0389370326,-281818.181818182,-5367531.84077504,-33654.5160167092,-3816.97456015277,-10058.4727272727,-9822.03832396985,-3841.11376229032,-57454.9969361367,-60693.0268296665,-61468.4321969708,-6860.17823920031,-50385.8044942426,-42952.6178476325,0,0,"Iniciativa1",-12122.3749379385,-2071694.52270877,0,-95454.5454545454,-5367531.84077504,-10645.2960118476,0,-10034.3545454545,-579.568627754417,-1515.29686724231,-17311.4924972928,-22902.5520412798,-23058.6886047469,-3459.9290585845,-14513.7145297254,-11818.3364361911,5715.42997848684,1926.55347728296,95454.5454545454,18606.5351603841,1380726.49310127,90456.0389370326,186363.636363636,0,23009.2200048616,3816.97456015277,24.1181818181813,9242.46969621543,2325.81689504801,40143.504438844,37790.4747883867,38409.7435922239,3400.24918061581,35872.0899645172,31134.2814114413,5715.42997848684,1926.55347728296,1908963.62973221,19.9986665971946
"89","ASIS",89,-30105.6353612365,-3434737.60022941,-90593.1694639706,-281818.181818182,-5367531.84077504,-34074.5921543932,-3833.99178419121,-10057.9848484848,-9804.40811490063,-3763.20442015457,-57557.2001839341,-61293.5331798581,-61610.4553368002,-6848.70334253496,-49684.553511376,-42120.5846439591,0,0,"Iniciativa1",-12197.7409306455,-2067528.01599746,0,-95454.5454545454,-5367531.84077504,-10726.7562819895,0,-10034.3696969697,-570.604377149087,-1524.71761633069,-17335.256228097,-22989.8080178894,-22749.9640375034,-3457.16344676692,-14607.5249133707,-11687.5664366192,5713.36478641161,1903.03365866686,95454.5454545454,17907.894430591,1367209.58423196,90593.1694639706,186363.636363636,0,23347.8358724038,3833.99178419121,23.6151515151505,9233.80373775155,2238.48680382387,40221.9439558371,38303.7251619687,38860.4912992968,3391.53989576804,35077.0285980053,30433.0182073399,5713.36478641161,1903.03365866686,1894656.16340313,19.8487788546995
"90","ASIS",90,-30806.4108032545,-3458185.222244,-90868.8799087394,-281818.181818182,-5367531.84077504,-34376.9132256921,-3780.08897699265,-10058.8515151515,-9813.1870935311,-3850.80135040682,-57114.3810347883,-61031.0958687887,-60619.5619733839,-6818.8432747522,-49293.9174253375,-42429.188923878,0,0,"Iniciativa1",-12150.6504267413,-2067809.25050874,0,-95454.5454545454,-5367531.84077504,-10766.2025442108,0,-10034.303030303,-582.269610918661,-1518.83130334266,-17189.7021748296,-22791.8373646829,-22873.0454332035,-3398.30355417918,-14577.2420971211,-11834.3334537918,5753.51159708151,1898.55721260731,95454.5454545454,18655.7603765133,1390375.97173526,90868.8799087394,186363.636363636,0,23610.7106814813,3780.08897699265,24.5484848484848,9230.91748261243,2331.97004706416,39924.6788599587,38239.2585041058,37746.5165401805,3420.53972057302,34716.6753282163,30594.8554700862,5753.51159708151,1898.55721260731,1917537.07728996,20.0884836668472
"91","ASIS",91,-30665.3501487318,-3408438.52986144,-90950.5049385201,-281818.181818182,-5367531.84077504,-33380.877358051,-3840.8772263173,-10057.5090909091,-9655.47091523611,-3833.16876859147,-58216.6340139501,-61235.9823138713,-61420.1743387197,-6819.77640815495,-49974.3070215441,-42504.8544099445,0,0,"Iniciativa1",-12287.7668391513,-2071649.79347368,0,-95454.5454545454,-5367531.84077504,-10743.5548812178,0,-10034.1727272727,-580.452021397469,-1535.97085489391,-17219.5242666901,-22728.3197800847,-22989.8206615282,-3438.32425944705,-14331.1616726041,-11792.1613676301,5727.11598924154,1904.63637492123,95454.5454545454,18377.5833095805,1336788.73638776,90950.5049385201,186363.636363636,0,22637.3224768333,3840.8772263173,23.3363636363629,9075.01889383864,2297.19791369757,40997.10974726,38507.6625337866,38430.3536771915,3381.4521487079,35643.1453489401,30712.6930423144,5727.11598924154,1904.63637492123,1865658.38273618,19.5449925810457
"92","ASIS",92,-30249.7891964904,-3435626.81192259,-90817.3551762003,-281818.181818182,-5367531.84077504,-33485.0884999649,-3805.64953506672,-10058.0606060606,-9613.45817651235,-3781.2236495613,-57375.2180753857,-61249.867678569,-60533.8535185912,-6915.78104317071,-49394.233387299,-41411.1349834861,0,0,"Iniciativa1",-12300.4009451348,-2040381.90468502,0,-95454.5454545454,-5367531.84077504,-10507.2087530332,0,-10034.3151515152,-580.479198512862,-1537.55011814185,-17296.0761896544,-22812.9155974097,-22830.8966133118,-3447.18269368954,-14713.1156425785,-11778.9763103472,5731.43401035981,1929.6584221896,95454.5454545454,17949.3882513556,1395244.90723757,90817.3551762003,186363.636363636,0,22977.8797469316,3805.64953506672,23.7454545454548,9032.97897799949,2243.67353141945,40079.1418857313,38436.9520811593,37702.9569052793,3468.59834948118,34681.1177447205,29632.1586731389,5731.43401035981,1929.6584221896,1920121.23234678,20.1155557674425
"93","ASIS",93,-30614.3029752111,-3423790.14328389,-91267.5196520699,-281818.181818182,-5367531.84077504,-33882.4492401529,-3837.75818517154,-10058.3878787879,-9805.08962709216,-3826.78787190138,-57060.5372137266,-61877.5064386282,-61587.460932528,-6877.9403926527,-49721.7148961616,-41974.3337858105,0,0,"Iniciativa1",-12142.2008419396,-2066705.59011582,0,-95454.5454545454,-5367531.84077504,-10679.4301907606,0,-10034.0666666667,-588.18786548778,-1517.77510524245,-17141.8906646531,-22934.9791616612,-23051.7448351537,-3436.67767629143,-14590.5349656362,-11994.6282928769,5687.16395774055,1904.20431030021,95454.5454545454,18472.1021332715,1357084.55316807,91267.5196520699,186363.636363636,0,23203.0190493923,3837.75818517154,24.3212121212109,9216.90176160438,2309.01276665893,39918.6465490735,38942.527276967,38535.7160973743,3441.26271636127,35131.1799305254,29979.7054929335,5687.16395774055,1904.20431030021,1885319.23062327,19.7509633684343
"94","ASIS",94,-30522.2062303522,-3458115.96136322,-90638.2782496034,-281818.181818182,-5367531.84077504,-33711.6740836442,-3815.12614361098,-10058.6696969697,-9782.1753545787,-3815.27577879403,-57202.0139819206,-61052.3902567046,-61034.4260392621,-6889.87326184081,-49202.0545717418,-41751.0289469691,0,0,"Iniciativa1",-12272.3767502522,-2058892.40904752,0,-95454.5454545454,-5367531.84077504,-10672.0640157453,0,-10034.4696969697,-579.007788796008,-1534.04709378153,-17328.3439747738,-22989.7939862999,-23153.0061865291,-3427.09469010165,-14602.7594027517,-11892.6563192657,5738.52765529565,1891.89017736938,95454.5454545454,18249.8294801,1399223.5523157,90638.2782496034,186363.636363636,0,23039.6100678989,3815.12614361098,24.2000000000007,9203.16756578269,2281.2286850125,39873.6700071469,38062.5962704046,37881.419852733,3462.77857173917,34599.2951689901,29858.3726277034,5738.52765529565,1891.89017736938,1924207.17920272,20.1583609249809
"95","ASIS",95,-30497.2094539459,-3455642.49730847,-91338.2393191571,-281818.181818182,-5367531.84077504,-33655.7411367161,-3809.71610901045,-10058.3303030303,-9849.60218070717,-3812.15118174324,-57298.7567357337,-61234.9038004496,-60485.5186633078,-6830.72743827361,-48521.9848627082,-40172.7675515098,0,0,"Iniciativa1",-12243.7684609928,-2027351.16465695,0,-95454.5454545454,-5367531.84077504,-10612.8614311478,0,-10034.2060606061,-580.244970514539,-1530.4710576241,-17068.0560607964,-22905.5877262141,-22908.0575362991,-3451.97512296239,-14467.4123144677,-11822.0529138091,5793.14041828471,1903.35339455802,95454.5454545454,18253.4409929531,1428291.33265152,91338.2393191571,186363.636363636,0,23042.8797055683,3809.71610901045,24.1242424242428,9269.35721019263,2281.68012411913,40230.7006749373,38329.3160742355,37577.4611270088,3378.75231531122,34054.5725482406,28350.7146377007,5793.14041828471,1903.35339455802,1952292.41790886,20.4525872352357
"96","ASIS",96,-30790.5217303767,-3409071.78859426,-91081.1609466696,-281818.181818182,-5367531.84077504,-33434.4440854659,-3837.79076125208,-10057.9787878788,-9849.94247309831,-3848.81521629709,-57724.9993941066,-61113.6449831174,-61210.1254208813,-6849.74730178306,-50273.2311381196,-42354.4841810651,0,0,"Iniciativa1",-12232.6457730801,-2089657.70110826,0,-95454.5454545454,-5367531.84077504,-10803.3877474794,0,-10034.5060606061,-577.756843486463,-1529.08072163501,-17168.9689042099,-23161.5527529066,-22836.7427607023,-3425.5605034148,-14565.3806879783,-11751.8446062909,5688.61814050385,1921.16482656916,95454.5454545454,18557.8759572966,1319414.087486,91081.1609466696,186363.636363636,0,22631.0563379864,3837.79076125208,23.4727272727268,9272.18562961185,2319.73449466208,40556.0304898968,37952.0922302107,38373.3826601789,3424.18679836826,35707.8504501413,30602.6395747741,5688.61814050385,1921.16482656916,1847726.96587503,19.3571396425003
"97","ASIS",97,-30205.6037234965,-3399372.86466836,-90728.2445289382,-281818.181818182,-5367531.84077504,-33672.6097889523,-3823.36911567751,-10057.6575757576,-9811.19142947984,-3775.70046543706,-57576.5495471852,-61717.0356380883,-60666.6824268292,-6880.64403024192,-50472.9740424234,-42330.3546504009,0,0,"Iniciativa1",-12318.4412181154,-2060462.57995163,0,-95454.5454545454,-5367531.84077504,-10777.7532190962,0,-10034.2333333333,-574.788933810858,-1539.80515226443,-17152.9204741692,-23159.8003100947,-22772.2348042171,-3431.89482919546,-14293.922938099,-11675.5805275478,5690.49829003305,1928.84033167951,95454.5454545454,17887.1625053811,1338910.28471673,90728.2445289382,186363.636363636,0,22894.8565698562,3823.36911567751,23.424242424242,9236.40249566898,2235.89531317263,40423.629073016,38557.2353279936,37894.447622612,3448.74920104646,36179.0511043244,30654.7741228531,5690.49829003305,1928.84033167951,1866880.50092504,19.5577957239766
"98","ASIS",98,-30459.2056696256,-3416213.24498459,-91086.6069443513,-281818.181818182,-5367531.84077504,-33807.6898372437,-3840.44357132195,-10057.4393939394,-9858.16622196077,-3807.4007087032,-56906.1412415169,-60763.9201660415,-61333.4640705854,-6947.99031151943,-49267.0404865739,-41158.9305923479,0,0,"Iniciativa1",-12201.4020027322,-2050841.74702653,0,-95454.5454545454,-5367531.84077504,-10510.8254123722,0,-10034.2757575758,-577.848059889014,-1525.17525034152,-17124.8043201388,-22961.4818670911,-22942.243093435,-3441.0367123184,-14524.6445433313,-11779.0874036077,5722.08967677308,1910.71080934165,95454.5454545454,18257.8036668934,1365371.49795807,91086.6069443513,186363.636363636,0,23296.8644248716,3840.44357132195,23.1636363636371,9280.31816207176,2282.22545836167,39781.3369213781,37802.4382989504,38391.2209771504,3506.95359920103,34742.3959432426,29379.8431887403,5722.08967677308,1910.71080934165,1891039.54960072,19.8108905196266
"99","ASIS",99,-30720.9719706739,-3466547.97936158,-90640.5107925256,-281818.181818182,-5367531.84077504,-34080.1215072534,-3801.66183894818,-10058.5575757576,-9725.14278696512,-3840.12149633424,-56785.0401289558,-60919.121071424,-61194.0145708452,-6867.61849636314,-49936.9103137565,-42036.5279429651,0,0,"Iniciativa1",-12144.0123850573,-2062973.78172549,0,-95454.5454545454,-5367531.84077504,-10684.9007035883,0,-10034.1363636364,-567.218717993995,-1518.00154813216,-17231.2135458769,-22747.7236551192,-23013.847051656,-3465.71428536538,-14597.0822483564,-11646.6209221844,5779.31051271973,1922.98674196052,95454.5454545454,18576.9595856166,1403574.19763609,90640.5107925256,186363.636363636,0,23395.2208036651,3801.66183894818,24.4212121212113,9157.92406897113,2322.11994820208,39553.8265830789,38171.3974163048,38180.1675191892,3401.90421099776,35339.8280654001,30389.9070207807,5779.31051271973,1922.98674196052,1930595.98032021,20.2252912224022
"100","ASIS",100,-30660.6074369773,-3475238.98448614,-91006.2847425928,-281818.181818182,-5367531.84077504,-34237.7918043508,-3849.53503450978,-10059.0484848485,-9801.17244786231,-3832.57592962216,-57438.6043343131,-60651.3784212131,-61210.1838370915,-6879.58358554871,-49498.8158310204,-41762.9218747174,0,0,"Iniciativa1",-12262.0691472504,-2054274.97472608,0,-95454.5454545454,-5367531.84077504,-10680.9215880987,0,-10034.0272727273,-581.198198679923,-1532.75864340629,-17162.870956312,-22763.0982230383,-22804.7348819346,-3413.30498076304,-14397.7687527776,-11685.0356174491,5685.17933385107,1913.01960600344,95454.5454545454,18398.5382897269,1420964.00976006,91006.2847425928,186363.636363636,0,23556.8702162522,3849.53503450978,25.0212121212116,9219.97424918239,2299.81728621586,40275.7333780012,37888.2801981748,38405.4489551568,3466.27860478567,35101.0470782428,30077.8862572684,5685.17933385107,1913.01960600344,1948496.56056578,20.4128211106891
